,Origin_airport,Destination_airport,Origin_city,Destination_city,Passengers,Seats,Flights,Distance,Fly_date,Origin_population,Destination_population,Org_airport_lat,Org_airport_long,Dest_airport_lat,Dest_airport_long
964397,TPA,DTW,"Tampa, FL","Detroit, MI",197,220,2,983,2001-12-01,2442189,8958464,27.9755001068115,-82.533203125,42.2123985290527,-83.353401184082
964407,ERI,DTW,"Erie, PA","Detroit, MI",548,1224,36,163,2001-11-01,281524,8958464,42.0831270134,-80.1738667488,42.2123985290527,-83.353401184082
964428,ALB,DTW,"Albany, NY","Detroit, MI",110,141,1,488,2001-10-01,829490,8958464,42.7482986450195,-73.8016967773438,42.2123985290527,-83.353401184082
964557,ALB,DTW,"Albany, NY","Detroit, MI",1804,2530,23,488,2001-11-01,829490,8958464,42.7482986450195,-73.8016967773438,42.2123985290527,-83.353401184082
964839,DAY,DTW,"Dayton, OH","Detroit, MI",199,374,11,166,2001-11-01,846089,8958464,39.902400970459,-84.2193984985352,42.2123985290527,-83.353401184082
964916,FTW,YIP,"Dallas, TX","Detroit, MI",0,0,1,997,2001-11-01,10709246,8958464,32.8198013306,-97.3623962402,42.23789978,-83.53040314
965222,TOL,DTW,"Toledo, OH","Detroit, MI",764,1972,58,49,2001-09-01,663781,8958464,41.58679962,-83.80780029,42.2123985290527,-83.353401184082
965518,SFO,DTW,"San Francisco, CA","Detroit, MI",6688,8923,30,2079,2001-06-01,8359256,8958464,37.6189994812012,-122.375,42.2123985290527,-83.353401184082
965572,TVC,DTW,"Traverse City, MI","Detroit, MI",2424,5500,55,207,2001-10-01,134722,8958464,44.7414016723633,-85.5821990966797,42.2123985290527,-83.353401184082
965578,TVC,DTW,"Traverse City, MI","Detroit, MI",220,408,12,207,2001-09-01,134722,8958464,44.7414016723633,-85.5821990966797,42.2123985290527,-83.353401184082
965651,BWG,YIP,"Bowling Green, KY","Detroit, MI",0,0,1,395,2001-10-01,105524,8958464,36.9645004272,-86.4197006226,42.23789978,-83.53040314
965720,BWG,YIP,"Bowling Green, KY","Detroit, MI",0,0,1,395,2001-10-01,105524,8958464,36.9645004272,-86.4197006226,42.23789978,-83.53040314
965864,PHL,DTW,"Philadelphia, PA","Detroit, MI",3766,8200,82,453,2001-01-01,11445082,8958464,39.871898651123,-75.241096496582,42.2123985290527,-83.353401184082
966095,ROC,DTW,"Rochester, NY","Detroit, MI",181,306,9,296,2001-10-01,1041069,8958464,43.1189002990723,-77.6724014282227,42.2123985290527,-83.353401184082
967026,MDT,DTW,"Harrisburg, PA","Detroit, MI",1759,4900,49,370,2001-10-01,510511,8958464,40.1935005188,-76.7633972168,42.2123985290527,-83.353401184082
967365,CLE,YIP,"Cleveland, OH","Detroit, MI",0,0,1,104,2001-02-01,2144528,8958464,41.4117012024,-81.8498001099,42.23789978,-83.53040314
967434,CLE,DTW,"Cleveland, OH","Detroit, MI",996,2875,23,95,2001-05-01,2144528,8958464,41.4117012024,-81.8498001099,42.2123985290527,-83.353401184082
967492,CLT,DTW,"Charlotte, NC","Detroit, MI",77,288,2,500,2001-06-01,1375381,8958464,35.2140007019043,-80.9430999755859,42.2123985290527,-83.353401184082
967764,LGA,DTW,"New York, NY","Detroit, MI",4306,10508,71,501,2001-09-01,36980058,8958464,40.77719879,-73.87259674,42.2123985290527,-83.353401184082
967811,RFD,DTW,"Rockford, IL","Detroit, MI",0,0,14,295,2001-05-01,323992,8958464,42.1954002380371,-89.0971984863281,42.2123985290527,-83.353401184082
967897,RFD,DTW,"Rockford, IL","Detroit, MI",0,0,9,295,2001-04-01,323992,8958464,42.1954002380371,-89.0971984863281,42.2123985290527,-83.353401184082
967925,LGA,DTW,"New York, NY","Detroit, MI",3483,5000,50,501,2001-04-01,36980058,8958464,40.77719879,-73.87259674,42.2123985290527,-83.353401184082
967953,SYR,DTW,"Syracuse, NY","Detroit, MI",3438,5720,52,374,2001-05-01,648961,8958464,43.111198425293,-76.1063003540039,42.2123985290527,-83.353401184082
968091,RIC,DTW,"Richmond, VA","Detroit, MI",5984,10700,107,456,2001-06-01,1111363,8958464,37.505199432373,-77.3197021484375,42.2123985290527,-83.353401184082
968152,JFK,DTW,"New York, NY","Detroit, MI",200,500,5,508,2001-04-01,36980058,8958464,40.63980103,-73.77890015,42.2123985290527,-83.353401184082
968323,MBS,DTW,"Saginaw, MI","Detroit, MI",2000,3105,45,98,2001-01-01,209363,8958464,43.532901763916,-84.0795974731445,42.2123985290527,-83.353401184082
968343,CMH,DTW,"Columbus, OH","Detroit, MI",7450,10000,100,155,2001-07-01,1642112,8958464,39.9980010986328,-82.8918991088867,42.2123985290527,-83.353401184082
968619,BDL,DTW,"Hartford, CT","Detroit, MI",81,137,1,548,2001-06-01,1156981,8958464,41.9388999939,-72.6831970215,42.2123985290527,-83.353401184082
969142,IAH,DTW,"Houston, TX","Detroit, MI",148,312,3,1076,2001-09-01,4851189,8958464,29.9843997955322,-95.3414001464844,42.2123985290527,-83.353401184082
969245,BUF,DTW,"Buffalo, NY","Detroit, MI",4649,7900,79,240,2001-10-01,1163528,8958464,42.94049835,-78.73220062,42.2123985290527,-83.353401184082
969279,ATL,DTW,"Atlanta, GA","Detroit, MI",0,149,1,594,2001-09-01,4432950,8958464,33.6366996765137,-84.4281005859375,42.2123985290527,-83.353401184082
969284,BUF,DTW,"Buffalo, NY","Detroit, MI",436,660,6,240,2001-05-01,1163528,8958464,42.94049835,-78.73220062,42.2123985290527,-83.353401184082
969394,ATL,DTW,"Atlanta, GA","Detroit, MI",4890,6120,30,594,2001-07-01,4432950,8958464,33.6366996765137,-84.4281005859375,42.2123985290527,-83.353401184082
969467,MDW,DTW,"Chicago, IL","Detroit, MI",3623,8418,69,229,2001-12-01,18385002,8958464,41.7859992980957,-87.7524032592773,42.2123985290527,-83.353401184082
969640,ELP,YIP,"El Paso, TX","Detroit, MI",0,0,1,1447,2001-02-01,684780,8958464,31.80719948,-106.3779984,42.23789978,-83.53040314
969641,ORD,DTW,"Chicago, IL","Detroit, MI",147,184,1,235,2001-06-01,18385002,8958464,41.97859955,-87.90480042,42.2123985290527,-83.353401184082
969728,ORD,DTW,"Chicago, IL","Detroit, MI",4437,5438,29,235,2001-04-01,18385002,8958464,41.97859955,-87.90480042,42.2123985290527,-83.353401184082
969853,YIP,DET,"Detroit, MI","Detroit, MI",0,0,2,29,2002-10-01,8972134,8972134,42.23789978,-83.53040314,42.40919876,-83.00990295
970112,IAH,DTW,"Houston, TX","Detroit, MI",431,520,5,1076,2002-12-01,4978638,8972134,29.9843997955322,-95.3414001464844,42.2123985290527,-83.353401184082
970120,IAH,DTW,"Houston, TX","Detroit, MI",886,1040,10,1076,2002-03-01,4978638,8972134,29.9843997955322,-95.3414001464844,42.2123985290527,-83.353401184082
970481,PHL,DTW,"Philadelphia, PA","Detroit, MI",4698,11248,76,453,2002-01-01,11511748,8972134,39.871898651123,-75.241096496582,42.2123985290527,-83.353401184082
970651,TVC,DTW,"Traverse City, MI","Detroit, MI",2912,5300,53,207,2002-11-01,136138,8972134,44.7414016723633,-85.5821990966797,42.2123985290527,-83.353401184082
970707,SFO,DTW,"San Francisco, CA","Detroit, MI",15605,16840,93,2079,2002-07-01,8331356,8972134,37.6189994812012,-122.375,42.2123985290527,-83.353401184082
970879,SBN,DTW,"South Bend, IN","Detroit, MI",786,1054,31,157,2002-08-01,316202,8972134,41.7086982727051,-86.3172988891602,42.2123985290527,-83.353401184082
971075,BMI,DTW,"Bloomington, IL","Detroit, MI",1711,2924,86,314,2002-09-01,155630,8972134,40.47710037,-88.91590118,42.2123985290527,-83.353401184082
971131,IAD,DTW,"Washington, DC","Detroit, MI",1256,1638,21,383,2002-04-01,10029142,8972134,38.94449997,-77.45580292,42.2123985290527,-83.353401184082
971142,MCI,DTW,"Kansas City, MO","Detroit, MI",10446,14125,113,629,2002-07-01,1890419,8972134,39.2976,-94.713898,42.2123985290527,-83.353401184082
971191,SBN,DTW,"South Bend, IN","Detroit, MI",1243,2400,24,157,2002-11-01,316202,8972134,41.7086982727051,-86.3172988891602,42.2123985290527,-83.353401184082
971213,SBN,DTW,"South Bend, IN","Detroit, MI",1008,2900,29,157,2002-04-01,316202,8972134,41.7086982727051,-86.3172988891602,42.2123985290527,-83.353401184082
971413,LAX,DTW,"Los Angeles, CA","Detroit, MI",12589,14713,50,1979,2002-04-01,25269954,8972134,33.94250107,-118.4079971,42.2123985290527,-83.353401184082
971529,IND,DTW,"Indianapolis, IN","Detroit, MI",0,0,1,231,2002-11-01,1578239,8972134,39.7173,-86.294403,42.2123985290527,-83.353401184082
971573,GRR,DTW,"Grand Rapids, MI","Detroit, MI",332,390,5,120,2002-07-01,755875,8972134,42.88079834,-85.52279663,42.2123985290527,-83.353401184082
971584,IND,YIP,"Indianapolis, IN","Detroit, MI",0,0,1,225,2002-04-01,1578239,8972134,39.7173,-86.294403,42.23789978,-83.53040314
971641,IND,DTW,"Indianapolis, IN","Detroit, MI",155,248,2,231,2002-05-01,1578239,8972134,39.7173,-86.294403,42.2123985290527,-83.353401184082
971693,EWR,DTW,"Newark, NJ","Detroit, MI",7654,14728,81,487,2002-07-01,18590085,8972134,40.6925010681152,-74.168701171875,42.2123985290527,-83.353401184082
971797,TOL,DTW,"Toledo, OH","Detroit, MI",3030,5678,167,49,2002-09-01,666252,8972134,41.58679962,-83.80780029,42.2123985290527,-83.353401184082
971947,ALB,DTW,"Albany, NY","Detroit, MI",5652,7920,72,488,2002-05-01,833752,8972134,42.7482986450195,-73.8016967773438,42.2123985290527,-83.353401184082
971967,FNT,DTW,"Flint, MI","Detroit, MI",453,800,8,56,2002-02-01,438775,8972134,42.9654006958008,-83.7435989379883,42.2123985290527,-83.353401184082
971970,MIA,DTW,"Miami, FL","Detroit, MI",1115,1192,8,1145,2002-04-01,10425204,8972134,25.7931995391846,-80.2906036376953,42.2123985290527,-83.353401184082
972003,FNT,YIP,"Flint, MI","Detroit, MI",0,0,4,51,2002-10-01,438775,8972134,42.9654006958008,-83.7435989379883,42.23789978,-83.53040314
972007,FNT,DTW,"Flint, MI","Detroit, MI",5055,8004,116,56,2002-05-01,438775,8972134,42.9654006958008,-83.7435989379883,42.2123985290527,-83.353401184082
972152,MIA,DTW,"Miami, FL","Detroit, MI",106,124,1,1145,2002-12-01,10425204,8972134,25.7931995391846,-80.2906036376953,42.2123985290527,-83.353401184082
972196,TPA,DTW,"Tampa, FL","Detroit, MI",3481,4144,28,983,2002-01-01,2483575,8972134,27.9755001068115,-82.533203125,42.2123985290527,-83.353401184082
972333,AUS,YIP,"Austin, TX","Detroit, MI",0,0,5,1143,2002-07-01,1353176,8972134,30.1944999694824,-97.6698989868164,42.23789978,-83.53040314
972610,DAY,YIP,"Dayton, OH","Detroit, MI",0,0,1,165,2002-03-01,845416,8972134,39.902400970459,-84.2193984985352,42.23789978,-83.53040314
972831,MEM,DTW,"Memphis, TN","Detroit, MI",111,281,1,610,2002-03-01,1226669,8972134,35.0424003601074,-89.9766998291016,42.2123985290527,-83.353401184082
972866,MEM,DTW,"Memphis, TN","Detroit, MI",3099,4292,29,610,2002-02-01,1226669,8972134,35.0424003601074,-89.9766998291016,42.2123985290527,-83.353401184082
973051,LAN,DTW,"Lansing, MI","Detroit, MI",2691,5100,51,74,2002-03-01,453042,8972134,42.7787017822266,-84.58740234375,42.2123985290527,-83.353401184082
973734,BHM,DTW,"Birmingham, AL","Detroit, MI",153,234,3,625,2002-09-01,1065089,8972134,33.56290054,-86.75350189,42.2123985290527,-83.353401184082
973844,CVG,DTW,"Cincinnati, OH","Detroit, MI",505,1280,32,229,2002-12-01,2050030,8972134,39.0488014221,-84.6678009033,42.2123985290527,-83.353401184082
973873,CVG,DTW,"Cincinnati, OH","Detroit, MI",608,1374,30,229,2002-11-01,2050030,8972134,39.0488014221,-84.6678009033,42.2123985290527,-83.353401184082
974091,SUS,YIP,"St. Louis, MO","Detroit, MI",0,0,1,449,2002-09-01,2733818,8972134,38.662101745605,-90.652000427246,42.23789978,-83.53040314
974203,BTV,DTW,"Burlington, VT","Detroit, MI",4050,4746,96,536,2002-10-01,202511,8972134,44.4719009399,-73.1532974243,42.2123985290527,-83.353401184082
974227,PIT,DTW,"Pittsburgh, PA","Detroit, MI",0,56,1,201,2002-12-01,2408973,8972134,40.49150085,-80.23290253,42.2123985290527,-83.353401184082
974419,LEX,YIP,"Lexington, KY","Detroit, MI",0,0,1,292,2002-12-01,419455,8972134,38.0364990234375,-84.6059036254883,42.23789978,-83.53040314
974436,LEX,DTW,"Lexington, KY","Detroit, MI",316,884,26,293,2002-02-01,419455,8972134,38.0364990234375,-84.6059036254883,42.2123985290527,-83.353401184082
974497,MKE,DTW,"Milwaukee, WI","Detroit, MI",4504,11100,75,238,2002-01-01,1521102,8972134,42.9472007751465,-87.896598815918,42.2123985290527,-83.353401184082
974569,SNA,DTW,"Santa Ana, CA","Detroit, MI",4101,4310,30,1960,2002-07-01,12634977,8972134,33.67570114,-117.8679962,42.2123985290527,-83.353401184082
974686,SAN,DTW,"San Diego, CA","Detroit, MI",634,1116,9,1956,2002-10-01,2901235,8972134,32.7336006165,-117.190002441,42.2123985290527,-83.353401184082
974742,ROC,DTW,"Rochester, NY","Detroit, MI",835,1656,24,296,2002-01-01,1041120,8972134,43.1189002990723,-77.6724014282227,42.2123985290527,-83.353401184082
974964,ABE,DTW,"Allentown, PA","Detroit, MI",124,204,6,424,2002-04-01,756321,8972134,40.652099609375,-75.440803527832,42.2123985290527,-83.353401184082
975015,LGA,DTW,"New York, NY","Detroit, MI",391,496,4,501,2002-11-01,37180170,8972134,40.77719879,-73.87259674,42.2123985290527,-83.353401184082
975294,CLE,DTW,"Cleveland, OH","Detroit, MI",396,748,22,95,2002-06-01,2140552,8972134,41.4117012024,-81.8498001099,42.2123985290527,-83.353401184082
975541,AZO,DTW,"Kalamazoo, MI","Detroit, MI",130,156,2,113,2002-12-01,319048,8972134,42.2349014282227,-85.5521011352539,42.2123985290527,-83.353401184082
975575,TYS,DTW,"Knoxville, TN","Detroit, MI",127,306,9,443,2002-03-01,632944,8972134,35.81100082,-83.9940033,42.2123985290527,-83.353401184082
975634,AZO,DTW,"Kalamazoo, MI","Detroit, MI",112,375,3,113,2002-05-01,319048,8972134,42.2349014282227,-85.5521011352539,42.2123985290527,-83.353401184082
975740,TYS,DTW,"Knoxville, TN","Detroit, MI",504,1794,26,443,2003-01-01,641551,8985512,35.81100082,-83.9940033,42.2123985290527,-83.353401184082
975872,AZO,DTW,"Kalamazoo, MI","Detroit, MI",0,34,1,113,2003-03-01,321092,8985512,42.2349014282227,-85.5521011352539,42.2123985290527,-83.353401184082
976085,JFK,DTW,"New York, NY","Detroit, MI",799,1080,27,508,2003-11-01,37342640,8985512,40.63980103,-73.77890015,42.2123985290527,-83.353401184082
976366,CLT,DTW,"Charlotte, NC","Detroit, MI",121,144,1,500,2003-03-01,1436890,8985512,35.2140007019043,-80.9430999755859,42.2123985290527,-83.353401184082
977076,DCA,DTW,"Washington, DC","Detroit, MI",6579,10000,100,405,2003-04-01,10172752,8985512,38.8521,-77.037697,42.2123985290527,-83.353401184082
977082,IAD,DTW,"Washington, DC","Detroit, MI",412,875,7,383,2003-04-01,10172752,8985512,38.94449997,-77.45580292,42.2123985290527,-83.353401184082
977124,LIT,YIP,"Little Rock, AR","Detroit, MI",0,0,5,700,2003-12-01,629617,8985512,34.7294006348,-92.2242965698,42.23789978,-83.53040314
977152,ILG,YIP,"Wilmington, DE","Detroit, MI",0,0,1,450,2003-03-01,5787788,8985512,39.67869949,-75.60649872,42.23789978,-83.53040314
977585,ATL,YIP,"Atlanta, GA","Detroit, MI",0,0,1,595,2003-10-01,4673146,8985512,33.6366996765137,-84.4281005859375,42.23789978,-83.53040314
977641,PDK,YIP,"Atlanta, GA","Detroit, MI",0,0,2,578,2003-08-01,4673146,8985512,33.8755989075,-84.3020019531,42.23789978,-83.53040314
977679,BUF,DTW,"Buffalo, NY","Detroit, MI",102,138,2,240,2003-12-01,1154212,8985512,42.94049835,-78.73220062,42.2123985290527,-83.353401184082
977693,BUF,DTW,"Buffalo, NY","Detroit, MI",9111,14000,112,240,2003-05-01,1154212,8985512,42.94049835,-78.73220062,42.2123985290527,-83.353401184082
977727,ATL,DTW,"Atlanta, GA","Detroit, MI",22695,29252,206,594,2003-08-01,4673146,8985512,33.6366996765137,-84.4281005859375,42.2123985290527,-83.353401184082
978197,IAH,DTW,"Houston, TX","Detroit, MI",1383,1872,18,1076,2003-10-01,5084017,8985512,29.9843997955322,-95.3414001464844,42.2123985290527,-83.353401184082
978277,PBI,DTW,"West Palm Beach, FL","Detroit, MI",61,110,1,1087,2003-07-01,5280671,8985512,26.6832008361816,-80.0955963134766,42.2123985290527,-83.353401184082
978301,SLC,DTW,"Salt Lake City, UT","Detroit, MI",115,124,1,1481,2003-09-01,1016377,8985512,40.7883987426758,-111.977996826172,42.2123985290527,-83.353401184082
978360,SCE,DTW,"State College, PA","Detroit, MI",961,1338,30,300,2003-10-01,140606,8985512,40.8493003845,-77.8487014771,42.2123985290527,-83.353401184082
978434,TVC,DTW,"Traverse City, MI","Detroit, MI",2094,2888,64,207,2003-11-01,137816,8985512,44.7414016723633,-85.5821990966797,42.2123985290527,-83.353401184082
978560,PHL,DTW,"Philadelphia, PA","Detroit, MI",458,1350,27,453,2003-02-01,11575576,8985512,39.871898651123,-75.241096496582,42.2123985290527,-83.353401184082
978692,PHL,YIP,"Philadelphia, PA","Detroit, MI",0,0,1,462,2003-11-01,11575576,8985512,39.871898651123,-75.241096496582,42.23789978,-83.53040314
978702,SFO,DTW,"San Francisco, CA","Detroit, MI",10325,11072,61,2079,2003-08-01,8306286,8985512,37.6189994812012,-122.375,42.2123985290527,-83.353401184082
978730,ROC,DTW,"Rochester, NY","Detroit, MI",2174,2444,55,296,2003-10-01,1039674,8985512,43.1189002990723,-77.6724014282227,42.2123985290527,-83.353401184082
978858,SNA,DTW,"Santa Ana, CA","Detroit, MI",2406,3100,25,1960,2003-01-01,12717433,8985512,33.67570114,-117.8679962,42.2123985290527,-83.353401184082
978898,BNA,DTW,"Nashville, TN","Detroit, MI",983,2200,20,457,2003-08-01,1386743,8985512,36.1245002746582,-86.6781997680664,42.2123985290527,-83.353401184082
978901,MKE,DTW,"Milwaukee, WI","Detroit, MI",0,74,1,238,2003-12-01,1528417,8985512,42.9472007751465,-87.896598815918,42.2123985290527,-83.353401184082
979528,MHT,DTW,"Manchester, NH","Detroit, MI",23,50,1,609,2003-01-01,393018,8985512,42.9325981140137,-71.4356994628906,42.2123985290527,-83.353401184082
979890,PVD,DTW,"Providence, RI","Detroit, MI",9805,14384,116,614,2003-07-01,1617323,8985512,41.7326011657715,-71.4204025268555,42.2123985290527,-83.353401184082
980036,DFW,DTW,"Dallas, TX","Detroit, MI",7287,9920,80,987,2003-08-01,11164066,8985512,32.896800994873,-97.0380020141602,42.2123985290527,-83.353401184082
980279,DFW,DTW,"Dallas, TX","Detroit, MI",10602,16368,132,987,2003-12-01,11164066,8985512,32.896800994873,-97.0380020141602,42.2123985290527,-83.353401184082
980304,BOS,DTW,"Boston, MA","Detroit, MI",1749,2420,22,632,2003-03-01,8916374,8985512,42.36429977,-71.00520325,42.2123985290527,-83.353401184082
980394,EWR,DTW,"Newark, NJ","Detroit, MI",3936,5720,55,487,2003-08-01,18671320,8985512,40.6925010681152,-74.168701171875,42.2123985290527,-83.353401184082
980513,EWR,DTW,"Newark, NJ","Detroit, MI",1956,6200,50,487,2003-01-01,18671320,8985512,40.6925010681152,-74.168701171875,42.2123985290527,-83.353401184082
980590,MIA,DTW,"Miami, FL","Detroit, MI",3725,5092,38,1145,2003-01-01,10561342,8985512,25.7931995391846,-80.2906036376953,42.2123985290527,-83.353401184082
980634,CAK,DTW,"Akron, OH","Detroit, MI",4286,5950,175,133,2003-09-01,700286,8985512,40.9160995483398,-81.4421997070312,42.2123985290527,-83.353401184082
980915,TPA,DTW,"Tampa, FL","Detroit, MI",11590,13964,77,983,2003-12-01,2522780,8985512,27.9755001068115,-82.533203125,42.2123985290527,-83.353401184082
980973,ERI,DTW,"Erie, PA","Detroit, MI",1650,4412,91,163,2003-02-01,282200,8985512,42.0831270134,-80.1738667488,42.2123985290527,-83.353401184082
981143,BDL,DTW,"Hartford, CT","Detroit, MI",2431,3000,24,548,2003-11-01,1173575,8985512,41.9388999939,-72.6831970215,42.2123985290527,-83.353401184082
981170,LAN,DTW,"Lansing, MI","Detroit, MI",289,500,4,74,2003-07-01,454600,8985512,42.7787017822266,-84.58740234375,42.2123985290527,-83.353401184082
982078,PHX,DTW,"Phoenix, AZ","Detroit, MI",103,248,2,1671,2004-01-01,3723359,8996622,33.4342994689941,-112.012001037598,42.2123985290527,-83.353401184082
982233,CAE,YIP,"Columbia, SC","Detroit, MI",0,0,2,587,2004-08-01,685098,8996622,33.9388008117676,-81.119499206543,42.23789978,-83.53040314
982603,MSN,DTW,"Madison, WI","Detroit, MI",105,156,2,312,2004-01-01,533567,8996622,43.1399002075195,-89.3375015258789,42.2123985290527,-83.353401184082
982617,MSN,DTW,"Madison, WI","Detroit, MI",3468,3996,27,312,2004-03-01,533567,8996622,43.1399002075195,-89.3375015258789,42.2123985290527,-83.353401184082
982680,MCO,DTW,"Orlando, FL","Detroit, MI",9537,10724,59,957,2004-01-01,1866597,8996622,28.4293994903564,-81.3089981079102,42.2123985290527,-83.353401184082
982781,MSN,DTW,"Madison, WI","Detroit, MI",10472,12250,98,312,2004-07-01,533567,8996622,43.1399002075195,-89.3375015258789,42.2123985290527,-83.353401184082
982981,ATL,DTW,"Atlanta, GA","Detroit, MI",5787,8250,66,594,2004-06-01,4802300,8996622,33.6366996765137,-84.4281005859375,42.2123985290527,-83.353401184082
983202,MDW,DTW,"Chicago, IL","Detroit, MI",150,156,2,229,2004-08-01,18664180,8996622,41.7859992980957,-87.7524032592773,42.2123985290527,-83.353401184082
983238,ORD,DTW,"Chicago, IL","Detroit, MI",4235,6000,60,235,2004-08-01,18664180,8996622,41.97859955,-87.90480042,42.2123985290527,-83.353401184082
983248,ELP,YIP,"El Paso, TX","Detroit, MI",0,0,2,1447,2004-12-01,702433,8996622,31.80719948,-106.3779984,42.23789978,-83.53040314
983267,ORD,DTW,"Chicago, IL","Detroit, MI",1064,1150,23,235,2004-10-01,18664180,8996622,41.97859955,-87.90480042,42.2123985290527,-83.353401184082
983331,ORD,DTW,"Chicago, IL","Detroit, MI",991,1000,20,235,2004-09-01,18664180,8996622,41.97859955,-87.90480042,42.2123985290527,-83.353401184082
983411,MDW,DTW,"Chicago, IL","Detroit, MI",57,192,1,229,2004-09-01,18664180,8996622,41.7859992980957,-87.7524032592773,42.2123985290527,-83.353401184082
983471,MDW,DTW,"Chicago, IL","Detroit, MI",1344,3100,25,229,2004-03-01,18664180,8996622,41.7859992980957,-87.7524032592773,42.2123985290527,-83.353401184082
983638,CLT,DTW,"Charlotte, NC","Detroit, MI",1449,3080,28,500,2004-02-01,1471706,8996622,35.2140007019043,-80.9430999755859,42.2123985290527,-83.353401184082
983890,CLE,DTW,"Cleveland, OH","Detroit, MI",1031,3750,30,95,2004-09-01,2128958,8996622,41.4117012024,-81.8498001099,42.2123985290527,-83.353401184082
983969,AZO,DTW,"Kalamazoo, MI","Detroit, MI",26,34,1,113,2004-11-01,320051,8996622,42.2349014282227,-85.5521011352539,42.2123985290527,-83.353401184082
984206,JFK,DTW,"New York, NY","Detroit, MI",915,1750,14,508,2004-07-01,37494862,8996622,40.63980103,-73.77890015,42.2123985290527,-83.353401184082
984209,JFK,DTW,"New York, NY","Detroit, MI",163,250,2,508,2004-03-01,37494862,8996622,40.63980103,-73.77890015,42.2123985290527,-83.353401184082
984248,ABE,DTW,"Allentown, PA","Detroit, MI",3897,7900,79,424,2004-07-01,776048,8996622,40.652099609375,-75.440803527832,42.2123985290527,-83.353401184082
984347,RIC,DTW,"Richmond, VA","Detroit, MI",175,330,3,456,2004-03-01,1155330,8996622,37.505199432373,-77.3197021484375,42.2123985290527,-83.353401184082
984478,PWM,DTW,"Portland, ME","Detroit, MI",1428,2070,30,668,2004-12-01,509528,8996622,43.64619827,-70.30930328,42.2123985290527,-83.353401184082
984566,LAX,DTW,"Los Angeles, CA","Detroit, MI",5797,6348,35,1979,2004-05-01,25529180,8996622,33.94250107,-118.4079971,42.2123985290527,-83.353401184082
984627,SAT,DTW,"San Antonio, TX","Detroit, MI",71,148,1,1215,2004-04-01,1843927,8996622,29.5337009429932,-98.4698028564453,42.2123985290527,-83.353401184082
984685,MSP,YIP,"Minneapolis, MN","Detroit, MI",0,0,2,519,2004-09-01,3106569,8996622,44.8819999695,-93.2218017578,42.23789978,-83.53040314
984906,HUF,YIP,"Terre Haute, IN","Detroit, MI",77,173,1,276,2004-05-01,168763,8996622,39.4514999389648,-87.3076019287109,42.23789978,-83.53040314
984969,IND,DTW,"Indianapolis, IN","Detroit, MI",3044,6200,62,231,2004-02-01,1622935,8996622,39.7173,-86.294403,42.2123985290527,-83.353401184082
985372,SBN,DTW,"South Bend, IN","Detroit, MI",2358,2890,85,157,2004-04-01,315680,8996622,41.7086982727051,-86.3172988891602,42.2123985290527,-83.353401184082
985475,MCI,DTW,"Kansas City, MO","Detroit, MI",0,0,1,629,2004-10-01,1935840,8996622,39.2976,-94.713898,42.2123985290527,-83.353401184082
985556,RNO,DTW,"Reno, NV","Detroit, MI",351,372,3,1903,2004-06-01,385049,8996622,39.4990997314453,-119.767997741699,42.2123985290527,-83.353401184082
985565,ALB,DTW,"Albany, NY","Detroit, MI",86,110,1,488,2004-05-01,843928,8996622,42.7482986450195,-73.8016967773438,42.2123985290527,-83.353401184082
985591,RNO,DTW,"Reno, NV","Detroit, MI",119,130,1,1903,2004-03-01,385049,8996622,39.4990997314453,-119.767997741699,42.2123985290527,-83.353401184082
985723,ALB,DTW,"Albany, NY","Detroit, MI",87,110,1,488,2004-06-01,843928,8996622,42.7482986450195,-73.8016967773438,42.2123985290527,-83.353401184082
985832,FNT,DTW,"Flint, MI","Detroit, MI",1342,2530,23,56,2004-09-01,439880,8996622,42.9654006958008,-83.7435989379883,42.2123985290527,-83.353401184082
985834,ERI,DTW,"Erie, PA","Detroit, MI",1293,2040,60,163,2004-09-01,279790,8996622,42.0831270134,-80.1738667488,42.2123985290527,-83.353401184082
985971,DAY,DTW,"Dayton, OH","Detroit, MI",3791,5066,149,166,2004-10-01,845594,8996622,39.902400970459,-84.2193984985352,42.2123985290527,-83.353401184082
986148,BOS,DTW,"Boston, MA","Detroit, MI",2509,5250,42,632,2004-01-01,8912958,8996622,42.36429977,-71.00520325,42.2123985290527,-83.353401184082
986229,DFW,DTW,"Dallas, TX","Detroit, MI",1320,2500,25,987,2004-10-01,11379964,8996622,32.896800994873,-97.0380020141602,42.2123985290527,-83.353401184082
986242,LRD,YIP,"Laredo, TX","Detroit, MI",0,0,1,1353,2004-11-01,215775,8996622,27.5438003540039,-99.4616012573242,42.23789978,-83.53040314
986438,EWR,DTW,"Newark, NJ","Detroit, MI",0,0,16,487,2004-09-01,18747431,8996622,40.6925010681152,-74.168701171875,42.2123985290527,-83.353401184082
986785,TVC,DTW,"Traverse City, MI","Detroit, MI",2266,2754,60,207,2004-10-01,138922,8996622,44.7414016723633,-85.5821990966797,42.2123985290527,-83.353401184082
986825,TVC,DTW,"Traverse City, MI","Detroit, MI",1973,3105,45,207,2004-01-01,138922,8996622,44.7414016723633,-85.5821990966797,42.2123985290527,-83.353401184082
986917,JAX,DTW,"Jacksonville, FL","Detroit, MI",3173,3596,29,814,2004-04-01,1222731,8996622,30.4941005706787,-81.6878967285156,42.2123985290527,-83.353401184082
